Titulo,Fecha,Link
Dólar en Argentina: Tipo de cambio cierra la semana a la baja,04/01/2019 _ 17:22,https://elcomercio.pe/economia/mercados/dolar-argentina-tipo-cambio-cierra-semana-baja-noticia-nndc-594233-noticia/
"Donald Trump: ""Quiero que Apple fabrique sus iPhones en EE.UU.""",04/01/2019 _ 17:15,https://elcomercio.pe/economia/mundo/donald-trump-quiero-apple-fabrique-iphones-ee-uu-noticia-nndc-594239-noticia/
BMW: descubren garaje abandonado con once M5 de colección en Bulgaria,04/01/2019 _ 17:13,https://elcomercio.pe/ruedas-tuercas/internacional/bmw-descubren-garaje-once-m5-coleccion-bulgaria-noticia-594215-noticia/
Britney Spears cancela su residencia en Las Vegas por la salud de su padre,04/01/2019 _ 17:12,https://elcomercio.pe/luces/musica/britney-spears-cancela-residencia-vegas-salud-padre-noticia-594145-noticia/
Enfen activa estado de alerta del Fenómeno El Niño en el Perú,04/01/2019 _ 17:09,https://elcomercio.pe/peru/enfen-activa-alerta-fenomeno-nino-costa-peru-noticia-594240-noticia/
Venezuela: Quiénes son los pemones y cómo viven en rebeldía contra el gobierno de Maduro,04/01/2019 _ 17:03,https://elcomercio.pe/mundo/venezuela/venezuela-quienes-son-pemones-viven-rebeldia-gobierno-nicolas-maduro-bbc-noticia-594024-noticia/
Marriott confirma que hackers accedieron a números de pasaporte de sus clientes ,04/01/2019 _ 17:00,https://elcomercio.pe/economia/negocios/marriott-confirma-hackers-accedieron-numeros-pasaporte-clientes-noticia-594243-noticia/
En el 2018 se registró la mayor cantidad de feminicidios en el país desde el año 2009,04/01/2019 _ 16:49,https://elcomercio.pe/peru/ano-2018-registro-mayor-cantidad-feminicidios-peru-ano-2009-noticia-594223-noticia/
Dakar 2019: Alexis se cambia a las SxS en busca de más victorias,04/01/2019 _ 16:48,https://elcomercio.pe/dakar/dakar-2019-alexis-cambia-sxs-busca-victorias-noticia-594124-noticia/
Videojuegos FIFA 19 levantan a EA del fondo que tocó en 2018,04/01/2019 _ 16:41,https://elcomercio.pe/economia/mercados/videojuegos-fifa-19-levantan-ea-fondo-toco-2018-noticia-594234-noticia/
Los libros que te recomienda Somos esta semana y debes leer,04/01/2019 _ 16:38,https://elcomercio.pe/somos/historias/libros-recomienda-semana-debes-leer-noticia-594038-noticia/
Karen Dejo denunció que hackearon su Instagram y quisieron extorsionarla,04/01/2019 _ 16:34,https://elcomercio.pe/tvmas/farandula/instagram-karen-dejo-denuncio-hackearon-cuenta-quisieron-extorsionarla-devolversela-video-noticia-nndc-594175-noticia/
Fuerza Popular no pedirá en Junta de Portavoces priorizar caso Chávarry,04/01/2019 _ 16:30,https://elcomercio.pe/politica/fuerza-popular-pedira-junta-portavoces-priorizar-caso-pedro-chavarry-noticia-nndc-594195-noticia/
Un repaso por los looks más icónicos de los Globos de Oro,04/01/2019 _ 16:28,https://elcomercio.pe/viu/moda/repaso-looks-iconicos-globos-oro-noticia-594225-noticia/
"Miguel Ángel Russo en Alianza Lima: copa Libertadores, refuerzos y los detalles de la conferencia de prensa",04/01/2019 _ 16:22,https://elcomercio.pe/deporte-total/futbol-peruano/alianza-lima-miguel-angel-russo-sera-presentado-viernes-nuevo-tecnico-noticia-victoria-conferencia-futbol-peruano-nndc-593432-noticia/
Diego Maradona fue internado de emergencia en Argentina,04/01/2019 _ 16:19,https://elcomercio.pe/deporte-total/diego-maradona-internado-emergencia-argentina-noticia-nndc-594197-noticia/
"Universitario de Deportes es el club peruano con mas hinchas digitales, según Result Sports | FOTOS",04/01/2019 _ 16:13,https://elcomercio.pe/deporte-total/universitario-deportes-club-peruano-hinchas-digitales-result-sports-fotos-noticia-nndc-594227-noticia/
"""Vikings"" terminará en la temporada 6, hay negociaciones para spin-off",04/01/2019 _ 16:12,https://elcomercio.pe/tvmas/series/vikings-terminara-sexta-temporada-history-spin-off-noticia-nndc-594199-noticia/
Donald Trump afirma que EE.UU. podría cerrar un acuerdo comercial con China,04/01/2019 _ 16:08,https://elcomercio.pe/economia/mundo/trump-afirma-ee-uu-cerrar-acuerdo-comercial-china-noticia-nndc-594213-noticia/
Sporting Cristal: Marcos López continuará su carrera en la MLS,04/01/2019 _ 16:08,https://elcomercio.pe/deporte-total/sporting-cristal-marcos-lopez-continuara-carrera-mls-noticia-594214-noticia/
Rally Dakar 2019: el día que Robby Gordon hizo show en la Panamericana Sur | VIDEO,04/01/2019 _ 16:06,https://elcomercio.pe/dakar/dakar-2019-youtube-dia-robby-gordon-hizo-show-panamericana-sur-video-ver-viral-yt-fb-facebook-youtube-noticia-594048-noticia/
"García sobre Chávarry: ""Cuando se toma una decisión o no, debe mantenerse""",04/01/2019 _ 16:04,https://elcomercio.pe/politica/alan-garcia-chavarry-toma-decision-debe-mantenerse-noticia-nndc-594186-noticia/
"""Deadly Class"": María Gabriela de Faría, una actriz en contra de los estereotipos",04/01/2019 _ 16:01,https://elcomercio.pe/tvmas/series/deadly-class-maria-gabriela-faria-actriz-estereotipos-noticia-594222-noticia/
Sporting Cristal anunció la transferencia de Marcos López al San José Earthquakes,04/01/2019 _ 15:58,https://elcomercio.pe/deporte-total/sporting-cristal-anuncio-transferencia-marcos-lopez-san-jose-earthquakes-noticia-nndc-594219-noticia/
4 entrenamientos inusuales para estar en forma en 2019,04/01/2019 _ 15:58,https://elcomercio.pe/viu/estar-bien/4-entrenamientos-inusuales-forma-2019-noticia-594220-noticia/
MTPE: “Pondremos especial énfasis en contrarrestar la informalidad laboral”,04/01/2019 _ 15:54,https://elcomercio.pe/economia/peru/mtpe-pondremos-especial-enfasis-contrarrestar-informalidad-laboral-noticia-594218-noticia/
Dólar: Tipo de cambio cierra con mayor caída diaria en ocho meses,04/01/2019 _ 15:51,https://elcomercio.pe/economia/mercados/tipo-cambio-dolar-precio-dia-4-enero-2019-compra-venta-sbs-interbancario-ocona-peru-noticia-594082-noticia/
"""The Alienist"": el drama policial que busca ganar en los Globos de Oro",04/01/2019 _ 15:51,https://elcomercio.pe/tvmas/series/the-alienist-drama-policial-busca-ganar-globos-oro-noticia-594187-noticia/
"Daniela Darcourt lanza nuevo tema ""Cheveraneando""",04/01/2019 _ 15:45,https://elcomercio.pe/tvmas/farandula/daniela-darcourt-lanza-nuevo-tema-cheveraneando-noticia-594210-noticia/
FED: Powell promete política flexible y aclara que no renunciará,04/01/2019 _ 15:38,https://elcomercio.pe/economia/mundo/fed-jerome-powell-promete-politica-flexible-aclara-renunciara-trump-noticia-594211-noticia/
La exitosa empresa tecnológica que solo contrata a empleados autistas,04/01/2019 _ 15:35,https://elcomercio.pe/economia/negocios/exitosa-empresa-tecnologica-contrata-empleados-autistas-noticia-594121-noticia/
Villa El Salvador: capturan a sujeto vinculado a asalto a camión de Prosegur,04/01/2019 _ 15:27,https://elcomercio.pe/lima/policiales/villa-salvador-capturan-sujeto-vinculado-asalto-camion-prosegur-noticia-nndc-594168-noticia/
Venezuela: Oposición dice que juramentación de Maduro agravará la crisis,04/01/2019 _ 15:25,https://elcomercio.pe/mundo/venezuela/venezuela-oposicion-dice-juramentacion-maduro-agravara-crisis-noticia-594204-noticia/
"El hijo de Raheem Sterling demuestra que ""lo que se hereda no se hurta"" al hablar de fútbol",04/01/2019 _ 15:15,https://elcomercio.pe/redes-sociales/facebook/facebook-video-viral-impresionante-tecnica-hijo-sterling-patear-balon-ano-edad-inglaterra-espana-mexico-colombia-argentina-fb-face-nnda-nnrt-noticia-593021-noticia/
Villa María del Triunfo: municipio asegura que en 10 días recogerá toda la basura,04/01/2019 _ 15:12,https://elcomercio.pe/lima/sucesos/villa-maria-triunfo-municipalidad-asegura-distrito-quedara-limpio-basura-10-dias-noticia-nndc-594095-noticia/
Concytec invertirá S/ 142 millones en proyectos de investigación en 2019,04/01/2019 _ 15:07,https://elcomercio.pe/tecnologia/ciencias/concytec-investira-s-142-millones-financiar-proyectos-investigacion-2019-noticia-594192-noticia/
Fuerza Popular pide declarar nula la resolución que crea nuevas bancadas,04/01/2019 _ 15:05,https://elcomercio.pe/politica/fuerza-popular-pide-declarar-nula-resolucion-crea-nuevas-bancadas-noticia-594185-noticia/
"Dakar 2019: Luis Alayza, el debutante que apunta a ser competitivo",04/01/2019 _ 15:04,https://elcomercio.pe/dakar/dakar-2019-luis-alayza-debutante-apunta-competitivo-noticia-594116-noticia/
El drama del futbolista que se retiró para cuidar a su hija y la perdió horas antes de Año Nuevo,04/01/2019 _ 14:58,https://elcomercio.pe/mundo/actualidad/andres-felipe-gonzales-futbolista-retiro-cuidar-hija-julieta-perdio-horas-ano-nuevo-noticia-593488-noticia/
Jim Parsons explica por qué está listo en dejar de ser 'Sheldon Cooper',04/01/2019 _ 14:57,https://elcomercio.pe/tvmas/series/jim-parsons-explica-listo-dejar-sheldon-cooper-noticia-594189-noticia/
Chivas vs. Tijuana: Alan Pulido convirtió el 1-0 tras genial jugada colectiva | VIDEO,05/01/2019 _ 23:41,https://elcomercio.pe/deporte-total/chivas-vs-tijuana-alan-pulido-convirtio-1-0-genial-jugada-colectiva-video-noticia-594567-noticia/
Apurímac: menor resulta herida tras realizar pirámide humana | VIDEO,05/01/2019 _ 23:35,https://elcomercio.pe/peru/apurimac-realizacion-piramide-humana-deja-menor-herida-video-noticia-nndc-594505-noticia/
Editorial: Reflexiones que sobran,05/01/2019 _ 23:35,https://elcomercio.pe/opinion/editorial/editorial-reflexiones-sobran-noticia-594310-noticia/
Chivas Guadalajara vs. Tijuana EN VIVO vía TDN: 'Rebaño' se impone 1-0 en Torneo Clausura 2019 de Liga MX,05/01/2019 _ 23:32,https://elcomercio.pe/deporte-total/futbol-mundial/tijuana-chivas-vivo-online-gratis-liga-mx-2019-ver-futboo-gratis-torneo-clausura-tdn-televisa-deportes-estadio-akron-nnda-nnlt-noticia-593929-noticia/
"Más allá de la ley de emergencia, por Víctor García Toma",05/01/2019 _ 23:30,https://elcomercio.pe/opinion/colaboradores/martin-vizcarra-ministerio-publico-alla-ley-emergencia-victor-garcia-toma-noticia-594301-noticia/
"Vizcarra contra Vizcarra, por Mario Ghibellini",05/01/2019 _ 23:30,https://elcomercio.pe/opinion/vuelo-de-libelo/vizcarra-vizcarra-mario-ghibellini-noticia-594297-noticia/
"En busca del tiempo perdido, por Paul Greenberg",05/01/2019 _ 23:30,https://elcomercio.pe/opinion/colaboradores/telefonos-inteligentes-busca-perdido-paul-greenberg-noticia-594293-noticia/
"El primer indignado de la nación, por Carlos Meléndez",05/01/2019 _ 23:30,https://elcomercio.pe/opinion/rincon-del-autor/martin-vizcarra-ministerio-publico-primer-indignado-nacion-carlos-melendez-noticia-594295-noticia/
"El retorno del fujimorismo, por Fernando Rospigliosi",05/01/2019 _ 23:30,https://elcomercio.pe/opinion/columnistas/martin-vizcarra-pedro-chavarry-ministerio-publico-retorno-fujimorismo-fernando-rospigliosi-noticia-594281-noticia/
1919: Wilson en Roma,05/01/2019 _ 23:25,https://elcomercio.pe/opinion/efemerides/1919-wilson-roma-noticia-594308-noticia/
Toronto Raptors vencieron 123-116 a los Milwaukee Bucks con actuación estelar de Kawhi Leonard,05/01/2019 _ 23:01,https://elcomercio.pe/deporte-total/toronto-raptors-vs-milwaukee-bucks-vivo-online-via-espn-duelo-antetokounmpo-leonard-nba-noticia-nndc-594258-noticia/
Defensoría considera que Ley Orgánica del Ministerio Público está desfasada,05/01/2019 _ 22:53,https://elcomercio.pe/politica/defensoria-pueblo-dice-ley-organica-ministerio-publico-desfasada-noticia-594547-noticia/
Tigres empató de manera agónica 2-2 ante León por la fecha inicial del Torneo Clausura | VIDEO,05/01/2019 _ 22:42,https://elcomercio.pe/deporte-total/tigres-vs-leon-vivo-directo-via-tdn-primera-fecha-clausura-liga-mx-mexico-noticia-nndc-594202-noticia/
Silvia Pessah renuncia al Ministerio de Salud,05/01/2019 _ 22:33,https://elcomercio.pe/politica/silvia-pessah-renuncio-ministerio-salud-noticia-594436-noticia/
León empató 2-2 ante Tigres en el inicio del Torneo Clausura mexicano 2019,05/01/2019 _ 22:33,https://elcomercio.pe/deporte-total/futbol-mundial/leon-tigres-ver-vivo-online-via-fox-sports-fecha-hora-canal-partido-clausura-mx-2019-seguir-transmision-tv-pedro-aquino-titular-mexico-espana-argentina-colombia-peru-nnda-nnlt-noticia-593993-noticia/
AMLO defiende decisión de no firmar declaración Grupo de Lima sobre Venezuela,05/01/2019 _ 22:31,https://elcomercio.pe/mundo/actualidad/amlo-defiende-decision-mexico-firmar-declaracion-grupo-lima-venezuela-noticia-594488-noticia/
Tigres vs. León: Gignac y su gol a los 95' para evitar derrota en la Liga MX | VIDEO,05/01/2019 _ 22:26,https://elcomercio.pe/deporte-total/futbol-mundial/tigres-vs-leon-gignac-gol-95-evitar-derrota-liga-mx-video-noticia-nndc-594554-noticia/
"River Plate halló al reemplazo de Pity Martínez en Colombia, según Fox Sports | VIDEO",05/01/2019 _ 22:22,https://elcomercio.pe/deporte-total/futbol-mundial/river-plate-encontro-reemplazo-pity-martinez-colombia-e-hizo-propuesta-formal-fox-sports-noticia-nndc-594536-noticia/
Tigres vs. León: Moreno anotó el 2-1 con validación del VAR | VIDEO,05/01/2019 _ 22:02,https://elcomercio.pe/deporte-total/futbol-mundial/tigres-vs-leon-moreno-anoto-2-1-minuto-validacion-var-noticia-594548-noticia/
Colapso de puente peatonal deja 8 heridos en Colombia | VIDEO,05/01/2019 _ 22:00,https://elcomercio.pe/mundo/latinoamerica/colombia-colapso-puente-peatonal-deja-8-heridos-video-noticia-594544-noticia/
Galilea Montijo sorprende a sus seguidores de Instagram con sexy foto del recuerdo,05/01/2019 _ 21:53,https://elcomercio.pe/tvmas/farandula/instagram-galilea-montijo-foto-pasado-mexico-noticia-nndc-594543-noticia/
"En el debut de Anderson Santamaría, Atlas venció 2-1 en su visita al Querétaro en la fecha 1 del Clausura MX",05/01/2019 _ 21:32,https://elcomercio.pe/deporte-total/queretaro-vs-atlas-vivo-online-via-tdn-debutan-clausura-liga-mx-directo-noticia-nndc-594231-noticia/
Bailando y con pistola de diamantes: La nueva foto de 'El Chapo' mostrada en juicio,05/01/2019 _ 21:30,https://elcomercio.pe/mundo/actualidad/chapo-guzman-bailando-llevando-pistola-diamantes-nueva-foto-difundida-juicio-estados-unidos-noticia-594540-noticia/
Incendio en Barrios Altos: confirman la muerte de un menor,05/01/2019 _ 21:25,https://elcomercio.pe/lima/sucesos/incendio-barrios-altos-confirman-muerte-menor-noticia-594542-noticia/
Monterrey aplastó 5-0 a Pachuca por el inicio del Torneo Clausura de la Liga MX,05/01/2019 _ 21:02,https://elcomercio.pe/deporte-total/monterrey-vs-pachuca-vivo-online-via-fox-sports-2-juegan-fecha-1-clausura-liga-mx-noticia-nndc-594170-noticia/
México: Incendio provocado en restaurante deGuadalajara deja 5 muertos,05/01/2019 _ 21:00,https://elcomercio.pe/mundo/mexico/mexico-cinco-personas-mueren-incendio-provocado-restaurante-noticia-nndc-594523-noticia/
Monterrey goleó sin piedad 5-0 a Pachuca en debut del Torneo Clausura de la Liga MX,05/01/2019 _ 20:42,https://elcomercio.pe/deporte-total/futbol-mundial/monterrey-pachuca-ver-envivo-online-gratis-arranque-clausura-mx-2019-directo-ver-transmision-liga-mx-estadio-bbva-bancomer-mexico-espana-argentina-colombia-peru-nnda-nnlt-noticia-593962-noticia/
Alianza Lima: Wilder Cartagena y su mensaje en Instagram a los hinchas victorianos,05/01/2019 _ 20:37,https://elcomercio.pe/deporte-total/futbol-peruano/alianza-lima-wilder-cartagena-mensaje-instagram-hinchas-victorianos-noticia-nndc-594530-noticia/
EE.UU.: Cigarro electrónico causa pequeño incendio en un avión,05/01/2019 _ 20:30,https://elcomercio.pe/mundo/eeuu/estados-unidos-cigarro-electronico-causa-pequeno-incendio-avion-chicago-noticia-nndc-594495-noticia/
Tigre vs. León: Walter González igualó el marcador en el Estadio León con una buena definición | VIDEO,05/01/2019 _ 20:28,https://elcomercio.pe/deporte-total/tigre-vs-leon-walter-gonzalez-igualo-marcador-estadio-leon-buena-definicion-video-noticia-594534-noticia/
"Tigres vs. León: Javier Aquino anotó el 1-0 con un ""misil"" de media distancia | VIDEO",05/01/2019 _ 20:26,https://elcomercio.pe/deporte-total/futbol-mundial/tigres-vs-leon-vivo-online-claro-sports-fox-sports-javier-aquino-anoto-1-0-misil-media-distancia-video-noticia-594531-noticia/
Diego Maradona anunció regreso a Dorados y mandó mensaje previo a debut del equipo,05/01/2019 _ 20:23,https://elcomercio.pe/deporte-total/futbol-mundial/diego-maradona-anuncio-regreso-dorados-mando-mensaje-previo-debut-equipo-noticia-nndc-594532-noticia/
"""Deadly Class"": fecha de estreno, tráiler, personajes y todo sobre la nueva serie de Syfy",05/01/2019 _ 20:22,https://elcomercio.pe/tvmas/series/deadly-class-fecha-estreno-trailer-sinopsis-actores-personajes-serie-nnda-nnlt-noticia-593596-noticia/
¿Autos voladores pronto? Crece la expectativa ante la llegada del CES 2019,05/01/2019 _ 20:15,https://elcomercio.pe/tecnologia/actualidad/autos-voladores-pronto-crece-expectativa-llegada-ces-2019-noticia-594229-noticia/
Monterrey vs. Pachuca: Zaldívar concretó el 5-0 tras un error en salida | VIDEO,05/01/2019 _ 20:00,https://elcomercio.pe/deporte-total/futbol-mundial/monterrey-vs-pachuca-zaldivar-concreto-5-0-error-salida-video-noticia-594527-noticia/
"Chile: Grupo ""ecoterrorista""ITS anuncia nuevas acciones tras explosión en Santiago",05/01/2019 _ 19:59,https://elcomercio.pe/mundo/latinoamerica/chile-grupo-ecoterrorista-its-anuncia-nuevas-acciones-explosion-santiago-noticia-594524-noticia/
Monterrey vs. Pachuca: Rogelio Funes Mori y el doblete para el 4-0 de los 'Rayados' | VIDEO,05/01/2019 _ 19:46,https://elcomercio.pe/deporte-total/monterrey-vs-pachuca-rogelio-funes-mori-gran-remate-3-0-rayados-video-noticia-594522-noticia/
Verano 2019: solo seis playas del Callao están calificadas como saludables,05/01/2019 _ 19:46,https://elcomercio.pe/lima/callao/verano-2019-6-playas-callao-calificadas-saludables-noticia-nndc-594508-noticia/
Horóscopo Chino: descubre cómo te irá en el amor este 2019,05/01/2019 _ 19:37,https://elcomercio.pe/viu/actitud-viu/horoscopo-chino-descubre-suerte-amor-2019-noticia-593799-noticia/
Monterrey vs. Pachuca:Jonathan González eludió al portero para colocar el 2-0 | VIDEO,05/01/2019 _ 19:28,https://elcomercio.pe/deporte-total/futbol-mundial/monterrey-vs-pachuca-jonathan-gonzalez-eludio-portero-colocar-2-0-video-noticia-594520-noticia/
"Amy Schumer graba divertido video al estilo ""Baywatch""",05/01/2019 _ 19:24,https://elcomercio.pe/tvmas/hollywood/instagram-amy-schumer-graba-video-estilo-baywatch-embarazada-noticia-nndc-594515-noticia/
Querétaro vs. Atlas: Anderson Santamaría y la dura falta que le costó la tarjeta amarilla en Liga MX | VIDEO,05/01/2019 _ 19:18,https://elcomercio.pe/deporte-total/queretaro-vs-atlas-anderson-santamaria-dura-falta-le-costo-tarjeta-amarilla-liga-mx-video-noticia-nndc-594518-noticia/
Flavia Laos se burla de Patricio Parodi por su reacción en juego mecánico | VIDEO,05/01/2019 _ 19:11,https://elcomercio.pe/tvmas/farandula/instagram-flavia-laos-pato-parodi-reaccion-juego-mecanico-noticia-nndc-594479-noticia/
Ameba 'come cerebros': todo lo que debes saber del peligroso parásito y cómo se contagia,05/01/2019 _ 19:02,https://elcomercio.pe/lima/sucesos/ameba-come-cerebros-debes-peligroso-parasito-contagia-noticia-465685-noticia/
MTC invertirá US$600 millones en modernización de tercer grupo de aeropuertos,05/01/2019 _ 18:52,https://elcomercio.pe/economia/mtc-invertira-us-600-millones-modernizacion-tercer-grupo-aeropuertos-noticia-nndc-594510-noticia/
El Papa acepta la renuncia de otro cura chileno acusado de abusar de un menor,05/01/2019 _ 18:49,https://elcomercio.pe/mundo/actualidad/papa-francisco-acepta-renuncia-cura-chile-acusado-abusar-menor-noticia-594506-noticia/
Alianza Lima: Wilder Cartagena se convirtió en el octavo refuerzo de los íntimos para el 2019,05/01/2019 _ 18:48,https://elcomercio.pe/deporte-total/alianza-lima-wilder-cartagena-convirtio-octavo-refuerzo-intimos-2019-noticia-594504-noticia/
INPE firma convenios para favorecer a internos de penal de Lurigancho | FOTOS,05/01/2019 _ 18:37,https://elcomercio.pe/lima/sucesos/inpe-firma-convenios-favorecer-internos-penal-lurigancho-fotos-noticia-594507-noticia/
Dakar 2019: las mejores postales que dejó el segundo día de la feria en la Costa Verde | FOTOS,05/01/2019 _ 18:32,https://elcomercio.pe/dakar/dakar-2019-mejores-postales-dejo-segundo-dia-feria-costa-verde-fotos-noticia-nndc-594500-noticia/
"Monterrey vs. Pachuca: Avilés Hurtado anotó el 1-0 con un remate de ""sombrerito""",05/01/2019 _ 18:28,https://elcomercio.pe/deporte-total/futbol-mundial/monterrey-vs-pachuca-vivo-online-directo-fox-sports-aviles-hurtado-anoto-1-0-remate-sombrerito-noticia-594503-noticia/
Polémica por video que muestra a Drake besando a menor de edad en un concierto,05/01/2019 _ 18:08,https://elcomercio.pe/tvmas/hollywood/drake-video-twitter-beso-adolescente-concierto-explica-menor-edad-nndc-noticia-594487-noticia/
Dakar 2019: Stephane Peterhansel manejó un mototaxi,05/01/2019 _ 17:57,https://elcomercio.pe/dakar/dakar-2019-stephane-peterhansel-manejo-mototaxi-noticia-594446-noticia/
Barrios Altos: se registra incendio en una quinta del jirón Junín | FOTOS,05/01/2019 _ 17:57,https://elcomercio.pe/lima/sucesos/barrios-altos-registra-incendio-vivienda-jiron-junin-noticia-nndc-594483-noticia/
Miguel Trauco sería parte de un trueque entre Flamengo y Santos,05/01/2019 _ 17:54,https://elcomercio.pe/deporte-total/peruanos-en-el-mundo/miguel-trauco-seria-parte-trueque-flamengo-santos-noticia-594490-noticia/
Condenan a tres ex funcionarios del GORE Piura por colusión en obra de Tambogrande,05/01/2019 _ 17:48,https://elcomercio.pe/peru/piura/condenan-tres-ex-funcionarios-gore-piura-colusion-obra-tambogrande-noticia-594491-noticia/
Arsenal goleó 3-0 a Blackpool por la tercera ronda de la FA Cup,05/01/2019 _ 17:42,https://elcomercio.pe/deporte-total/futbol-mundial/arsenal-vs-blackpool-vivo-online-tercera-ronda-fa-cup-bloomfield-road-directo-online-tv-internet-youtube-viral-yt-fb-facebook-noticia-nndc-594193-noticia/
Egipto: Policía muereal desactivar explosivo colocado cerca de iglesia en El Cairo,05/01/2019 _ 17:40,https://elcomercio.pe/mundo/actualidad/egipto-policia-muere-desactivar-explosivo-colocado-cerca-iglesia-cairo-noticia-594484-noticia/
Madre de Dios: rescatan a cuatro menores de edad que eran explotadas en La Pampa,05/01/2019 _ 17:34,https://elcomercio.pe/peru/madre-de-dios/madre-dios-rescatan-cuatro-menores-edad-explotadas-pampa-noticia-594486-noticia/
"Iván Santillán, nuevo fichaje de Tiburones Rojos de Veracruz",05/01/2019 _ 17:10,https://elcomercio.pe/deporte-total/peruanos-en-el-mundo/ivan-santillan-nuevo-fichaje-tiburones-rojos-veracruz-noticia-593992-noticia/
"Brasil: Terremoto de magnitud 6,8 sacude la frontera con el Perú",05/01/2019 _ 17:08,https://elcomercio.pe/mundo/latinoamerica/brasil-acre-terremoto-magnitud-6-8-sacude-frontera-peru-noticia-nndc-594450-noticia/
Selección peruana sub 20 goleó 6-1 a Sport Boys con miras al Sudamericano,05/01/2019 _ 17:03,https://elcomercio.pe/deporte-total/seleccion-peruana-sub-20-goleo-6-1-sport-boys-miras-sudamericano-sub-20-noticia-nndc-594476-noticia/
Boko Haram: ¿A qué se debe el aumento de los ataques de los yihadistas en Nigeria?,05/01/2019 _ 17:03,https://elcomercio.pe/mundo/africa/boko-haram-debe-aumento-ataques-yihadistas-nigeria-noticia-594415-noticia/
"¿Por qué el sismo de 7,2 grados en Ucayali no generó daños?",05/01/2019 _ 17:01,https://elcomercio.pe/peru/ucayali/sismo-7-2-grados-ucayali-genero-danos-noticia-594473-noticia/
Dakar 2019: Al-Attiyah y De Villiers lideran al equipo Toyota,05/01/2019 _ 16:58,https://elcomercio.pe/dakar/dakar-2019-attiyah-villiers-lideran-equipo-toyota-noticia-594478-noticia/
Thalía cambió de look y sorprende a sus seguidores de Instagram,05/01/2019 _ 16:56,https://elcomercio.pe/tvmas/farandula/instagram-thalia-sorprende-fans-inesperado-cambio-look-fotos-noticia-nndc-594458-noticia/
Argentina jugará amistoso contra Venezuela en el Wanda Metropolitano,05/01/2019 _ 16:46,https://elcomercio.pe/deporte-total/futbol-mundial/argentina-jugara-amistoso-venezuela-wanda-metropolitano-noticia-nndc-594464-noticia/
Dakar 2019: esta es la zona de espectadores para la segunda etapa,05/01/2019 _ 16:43,https://elcomercio.pe/dakar/dakar-2019-zona-espectadores-segunda-etapa-noticia-594430-noticia/
Chávarry afirma que allanamiento liderado por Pérez ha sido “ilegal”,05/01/2019 _ 16:39,https://elcomercio.pe/politica/pedro-chavarry-afirma-allanamiento-liderado-domingo-perez-sido-ilegal-noticia-594466-noticia/
"Morales felicita a México por dejar sin apoyo ""actos de golpismo diplomático""",05/01/2019 _ 16:27,https://elcomercio.pe/mundo/latinoamerica/evo-morales-felicita-mexico-dejar-apoyo-actos-golpismo-diplomatico-grupo-lima-noticia-nndc-594378-noticia/
Mitos y verdades sobre el origen de los vibradores,05/01/2019 _ 16:21,https://elcomercio.pe/tecnologia/ciencias/salud-mitos-verdades-origen-vibradores-noticia-594471-noticia/
Gobierno publica nuevo reglamento de participación ciudadana en contratos de hidrocarburos,05/01/2019 _ 16:15,https://elcomercio.pe/economia/gobierno-publica-nuevo-reglamento-participacion-ciudadana-contratos-hidrocarburos-noticia-nndc-594451-noticia/
"La nueva serie de ""Carmen Sandiego"" se revela en tráiler | VIDEO",05/01/2019 _ 16:12,https://elcomercio.pe/tvmas/series/youtube-trailer-oficial-nueva-serie-carmen-sandiego-netflix-video-noticia-nndc-594456-noticia/
"Macron denunció""extrema violencia""en las protestas de los ""chalecos amarillos""",05/01/2019 _ 15:56,https://elcomercio.pe/mundo/actualidad/emmanuel-macron-denuncio-extrema-violencia-protestas-chalecos-amarillos-francia-noticia-594462-noticia/
Roger Federer venció 2-0 a Alexander Zverev en la final de la Copa Hopman,05/01/2019 _ 15:45,https://elcomercio.pe/deporte-total/polideportivo/roger-federer-vs-alexander-zverev-vivo-final-copa-hopman-via-espn-noticia-nndc-594167-noticia/
Manchester United vs. Reading: el golazo de Lukaku tras sutil asistencia de Alexis Sánchez | VIDEO,05/01/2019 _ 15:44,https://elcomercio.pe/deporte-total/futbol-mundial/manchester-united-vs-reading-golazo-lukaku-genial-asistencia-alexis-sanchez-video-noticia-envivo-online-594361-noticia/
"Ucayali: sismo de 7,2 grados se registró esta tarde en Purús",05/01/2019 _ 15:43,https://elcomercio.pe/peru/ucayali/ucayali-sismo-7-2-grados-registro-tarde-purus-noticia-nndc-594445-noticia/
"River Plate, rival de Alianza Lima, enfrentará a Nacional de Uruguay en amistoso",05/01/2019 _ 15:38,https://elcomercio.pe/deporte-total/river-plate-rival-alianza-lima-copa-libertadores-enfrentara-nacional-uruguay-amistoso-noticia-nndc-594457-noticia/
Manchester United: Alexis Sánchez se resintió de su lesión muscular,05/01/2019 _ 15:24,https://elcomercio.pe/deporte-total/futbol-mundial/manchester-united-alexis-sanchez-resintio-lesion-muscular-noticia-594453-noticia/
Barcelona SC vs. Alianza Lima: conoce los precios para el amistoso en Guayaquil,05/01/2019 _ 15:19,https://elcomercio.pe/deporte-total/barcelona-sc-vs-alianza-lima-noche-amarilla-2019-conoce-precios-amistoso-guayaquil-noticia-nndc-594452-noticia/
"Qué hacer con Pedro Chávarry, la columna de Martín Tanaka",05/01/2019 _ 15:18,https://elcomercio.pe/politica/pedro-chavarry-columna-martin-tanaka-noticia-594311-noticia/
